Borough,Callout_type,Date,Number of reported incidents,Year,Month
Sutton,PRIMARY FIRES IN DWELLINGS,01-17,10,2017,07
Sutton,ROAD TRAFFIC COLLISIONS,01-17,17,2017,07
Sutton,RUBBISH FIRES,01-17,6,2017,07
Sutton,SECONDARY FIRES,01-17,15,2017,07
Sutton,SHUT-IN-LIFT RELEASES,01-17,4,2017,07
Sutton,SPECIAL SERVICE ENTRY & EXIT,01-17,9,2017,07
Tower hamlets,ACCIDENTAL FIRES IN RUBBISH,01-17,17,2017,07
Tower hamlets,ACCIDENTAL OPEN LAND FIRES,01-17,4,2017,07
Tower hamlets,ACCIDENTAL VEHICLE FIRES,01-17,5,2017,07
Tower hamlets,ALL DELIBERATE FIRES,01-17,21,2017,07
Tower hamlets,ALL FALSE ALARMS,01-17,161,2017,07
Tower hamlets,ALL FIRES,01-17,88,2017,07
Tower hamlets,ALL SPECIAL SERVICES,01-17,150,2017,07
Tower hamlets,CARE HOME FIRES,01-17,1,2017,07
Tower hamlets,DELIBERATE FIRES IN RUBBISH,01-17,10,2017,07
Tower hamlets,DELIBERATE OPEN LAND FIRES,01-17,7,2017,07
Tower hamlets,DELIBERATE VEHICLE FIRES,01-17,5,2017,07
Tower hamlets,FALSE ALARMS AFAS DOM,01-17,48,2017,07
Tower hamlets,FALSE ALARMS AFAS NONDOM,01-17,65,2017,07
Tower hamlets,FALSE ALARMS GOOD INTENT,01-17,42,2017,07
Tower hamlets,MALICIOUS FALSE ALARMS,01-17,5,2017,07
Tower hamlets,NONDOMFIRES NONRRO,01-17,0,2017,07
Tower hamlets,NONDOMFIRES RRO,01-17,11,2017,07
Tower hamlets,PRIMARY FIRES,01-17,51,2017,07
Tower hamlets,PRIMARY FIRES IN DWELLINGS,01-17,26,2017,07
Tower hamlets,ROAD TRAFFIC COLLISIONS,01-17,15,2017,07
Tower hamlets,RUBBISH FIRES,01-17,27,2017,07
Tower hamlets,SECONDARY FIRES,01-17,37,2017,07
Tower hamlets,SHUT-IN-LIFT RELEASES,01-17,40,2017,07
Tower hamlets,SPECIAL SERVICE ENTRY & EXIT,01-17,28,2017,07
Waltham forest,ACCIDENTAL FIRES IN RUBBISH,01-17,23,2017,07
Waltham forest,ACCIDENTAL OPEN LAND FIRES,01-17,14,2017,07
Waltham forest,ACCIDENTAL VEHICLE FIRES,01-17,1,2017,07
Waltham forest,ALL DELIBERATE FIRES,01-17,8,2017,07
Waltham forest,ALL FALSE ALARMS,01-17,162,2017,07
Waltham forest,ALL FIRES,01-17,76,2017,07
Waltham forest,ALL SPECIAL SERVICES,01-17,69,2017,07
Waltham forest,CARE HOME FIRES,01-17,0,2017,07
Waltham forest,DELIBERATE FIRES IN RUBBISH,01-17,5,2017,07
Waltham forest,DELIBERATE OPEN LAND FIRES,01-17,4,2017,07
Waltham forest,DELIBERATE VEHICLE FIRES,01-17,4,2017,07
Waltham forest,FALSE ALARMS AFAS DOM,01-17,75,2017,07
Waltham forest,FALSE ALARMS AFAS NONDOM,01-17,54,2017,07
Waltham forest,FALSE ALARMS GOOD INTENT,01-17,31,2017,07
Waltham forest,MALICIOUS FALSE ALARMS,01-17,2,2017,07
Waltham forest,NONDOMFIRES NONRRO,01-17,3,2017,07
Waltham forest,NONDOMFIRES RRO,01-17,3,2017,07
Waltham forest,PRIMARY FIRES,01-17,29,2017,07
Waltham forest,PRIMARY FIRES IN DWELLINGS,01-17,15,2017,07
Waltham forest,ROAD TRAFFIC COLLISIONS,01-17,12,2017,07
Waltham forest,RUBBISH FIRES,01-17,28,2017,07
Waltham forest,SECONDARY FIRES,01-17,47,2017,07
Waltham forest,SHUT-IN-LIFT RELEASES,01-17,4,2017,07
Waltham forest,SPECIAL SERVICE ENTRY & EXIT,01-17,13,2017,07
Wandsworth,ACCIDENTAL FIRES IN RUBBISH,01-17,10,2017,07
Wandsworth,ACCIDENTAL OPEN LAND FIRES,01-17,6,2017,07
Wandsworth,ACCIDENTAL VEHICLE FIRES,01-17,6,2017,07
Wandsworth,ALL DELIBERATE FIRES,01-17,8,2017,07
Wandsworth,ALL FALSE ALARMS,01-17,124,2017,07
Wandsworth,ALL FIRES,01-17,58,2017,07
Wandsworth,ALL SPECIAL SERVICES,01-17,121,2017,07
Wandsworth,CARE HOME FIRES,01-17,1,2017,07
Wandsworth,DELIBERATE FIRES IN RUBBISH,01-17,1,2017,07
Wandsworth,DELIBERATE OPEN LAND FIRES,01-17,0,2017,07
Wandsworth,DELIBERATE VEHICLE FIRES,01-17,4,2017,07
Wandsworth,FALSE ALARMS AFAS DOM,01-17,38,2017,07
Wandsworth,FALSE ALARMS AFAS NONDOM,01-17,58,2017,07
Wandsworth,FALSE ALARMS GOOD INTENT,01-17,26,2017,07
Wandsworth,MALICIOUS FALSE ALARMS,01-17,2,2017,07
Wandsworth,NONDOMFIRES NONRRO,01-17,0,2017,07
Wandsworth,NONDOMFIRES RRO,01-17,11,2017,07
Wandsworth,PRIMARY FIRES,01-17,38,2017,07
Wandsworth,PRIMARY FIRES IN DWELLINGS,01-17,16,2017,07
Wandsworth,ROAD TRAFFIC COLLISIONS,01-17,15,2017,07
Wandsworth,RUBBISH FIRES,01-17,11,2017,07
Wandsworth,SECONDARY FIRES,01-17,20,2017,07
Wandsworth,SHUT-IN-LIFT RELEASES,01-17,8,2017,07
Wandsworth,SPECIAL SERVICE ENTRY & EXIT,01-17,16,2017,07
Westminster,ACCIDENTAL FIRES IN RUBBISH,01-17,42,2017,07
Westminster,ACCIDENTAL OPEN LAND FIRES,01-17,5,2017,07
Westminster,ACCIDENTAL VEHICLE FIRES,01-17,3,2017,07
Westminster,ALL DELIBERATE FIRES,01-17,3,2017,07
Westminster,ALL FALSE ALARMS,01-17,491,2017,07
Westminster,ALL FIRES,01-17,82,2017,07
Westminster,ALL SPECIAL SERVICES,01-17,171,2017,07
Westminster,CARE HOME FIRES,01-17,1,2017,07
Westminster,DELIBERATE FIRES IN RUBBISH,01-17,2,2017,07
Westminster,DELIBERATE OPEN LAND FIRES,01-17,0,2017,07
Westminster,DELIBERATE VEHICLE FIRES,01-17,0,2017,07
Westminster,FALSE ALARMS AFAS DOM,01-17,129,2017,07
Westminster,FALSE ALARMS AFAS NONDOM,01-17,311,2017,07
Westminster,FALSE ALARMS GOOD INTENT,01-17,49,2017,07
Westminster,MALICIOUS FALSE ALARMS,01-17,2,2017,07
Westminster,NONDOMFIRES NONRRO,01-17,0,2017,07
Westminster,NONDOMFIRES RRO,01-17,18,2017,07
Westminster,PRIMARY FIRES,01-17,33,2017,07
Westminster,PRIMARY FIRES IN DWELLINGS,01-17,10,2017,07
Westminster,ROAD TRAFFIC COLLISIONS,01-17,10,2017,07
Westminster,RUBBISH FIRES,01-17,44,2017,07
Westminster,SECONDARY FIRES,01-17,49,2017,07
Westminster,SHUT-IN-LIFT RELEASES,01-17,38,2017,07
Westminster,SPECIAL SERVICE ENTRY & EXIT,01-17,29,2017,07
 not geo-coded,ACCIDENTAL FIRES IN RUBBISH,01-17,1,2017,08
 not geo-coded,ACCIDENTAL OPEN LAND FIRES,01-17,0,2017,08
 not geo-coded,ACCIDENTAL VEHICLE FIRES,01-17,0,2017,08
 not geo-coded,ALL DELIBERATE FIRES,01-17,0,2017,08
 not geo-coded,ALL FALSE ALARMS,01-17,2,2017,08
 not geo-coded,ALL FIRES,01-17,2,2017,08
 not geo-coded,ALL SPECIAL SERVICES,01-17,2,2017,08
 not geo-coded,CARE HOME FIRES,01-17,0,2017,08
 not geo-coded,DELIBERATE FIRES IN RUBBISH,01-17,0,2017,08
 not geo-coded,DELIBERATE OPEN LAND FIRES,01-17,0,2017,08
 not geo-coded,DELIBERATE VEHICLE FIRES,01-17,0,2017,08
 not geo-coded,FALSE ALARMS AFAS DOM,01-17,0,2017,08
 not geo-coded,FALSE ALARMS AFAS NONDOM,01-17,0,2017,08
 not geo-coded,FALSE ALARMS GOOD INTENT,01-17,2,2017,08
 not geo-coded,MALICIOUS FALSE ALARMS,01-17,0,2017,08
 not geo-coded,NONDOMFIRES NONRRO,01-17,0,2017,08
 not geo-coded,NONDOMFIRES RRO,01-17,1,2017,08
 not geo-coded,PRIMARY FIRES,01-17,1,2017,08
 not geo-coded,PRIMARY FIRES IN DWELLINGS,01-17,0,2017,08
 not geo-coded,ROAD TRAFFIC COLLISIONS,01-17,0,2017,08
 not geo-coded,RUBBISH FIRES,01-17,1,2017,08
 not geo-coded,SECONDARY FIRES,01-17,1,2017,08
 not geo-coded,SHUT-IN-LIFT RELEASES,01-17,1,2017,08
 not geo-coded,SPECIAL SERVICE ENTRY & EXIT,01-17,0,2017,08
Barking and dagenham,ACCIDENTAL FIRES IN RUBBISH,01-17,11,2017,08
Barking and dagenham,ACCIDENTAL OPEN LAND FIRES,01-17,1,2017,08
Barking and dagenham,ACCIDENTAL VEHICLE FIRES,01-17,2,2017,08
Barking and dagenham,ALL DELIBERATE FIRES,01-17,13,2017,08
Barking and dagenham,ALL FALSE ALARMS,01-17,87,2017,08
Barking and dagenham,ALL FIRES,01-17,45,2017,08
Barking and dagenham,ALL SPECIAL SERVICES,01-17,68,2017,08
Barking and dagenham,CARE HOME FIRES,01-17,1,2017,08
Barking and dagenham,DELIBERATE FIRES IN RUBBISH,01-17,4,2017,08
Barking and dagenham,DELIBERATE OPEN LAND FIRES,01-17,1,2017,08
Barking and dagenham,DELIBERATE VEHICLE FIRES,01-17,7,2017,08
Barking and dagenham,FALSE ALARMS AFAS DOM,01-17,23,2017,08
Barking and dagenham,FALSE ALARMS AFAS NONDOM,01-17,23,2017,08
Barking and dagenham,FALSE ALARMS GOOD INTENT,01-17,37,2017,08
Barking and dagenham,MALICIOUS FALSE ALARMS,01-17,4,2017,08
Barking and dagenham,NONDOMFIRES NONRRO,01-17,2,2017,08
Barking and dagenham,NONDOMFIRES RRO,01-17,4,2017,08
Barking and dagenham,PRIMARY FIRES,01-17,27,2017,08
Barking and dagenham,PRIMARY FIRES IN DWELLINGS,01-17,11,2017,08
Barking and dagenham,ROAD TRAFFIC COLLISIONS,01-17,13,2017,08
Barking and dagenham,RUBBISH FIRES,01-17,15,2017,08
Barking and dagenham,SECONDARY FIRES,01-17,18,2017,08
Barking and dagenham,SHUT-IN-LIFT RELEASES,01-17,8,2017,08
Barking and dagenham,SPECIAL SERVICE ENTRY & EXIT,01-17,13,2017,08
Barnet,ACCIDENTAL FIRES IN RUBBISH,01-17,8,2017,08
Barnet,ACCIDENTAL OPEN LAND FIRES,01-17,7,2017,08
Barnet,ACCIDENTAL VEHICLE FIRES,01-17,7,2017,08
Barnet,ALL DELIBERATE FIRES,01-17,8,2017,08
Barnet,ALL FALSE ALARMS,01-17,157,2017,08
Barnet,ALL FIRES,01-17,57,2017,08
Barnet,ALL SPECIAL SERVICES,01-17,79,2017,08
Barnet,CARE HOME FIRES,01-17,1,2017,08
Barnet,DELIBERATE FIRES IN RUBBISH,01-17,3,2017,08
Barnet,DELIBERATE OPEN LAND FIRES,01-17,4,2017,08
Barnet,DELIBERATE VEHICLE FIRES,01-17,4,2017,08
Barnet,FALSE ALARMS AFAS DOM,01-17,63,2017,08
Barnet,FALSE ALARMS AFAS NONDOM,01-17,45,2017,08
Barnet,FALSE ALARMS GOOD INTENT,01-17,46,2017,08
Barnet,MALICIOUS FALSE ALARMS,01-17,3,2017,08
Barnet,NONDOMFIRES NONRRO,01-17,1,2017,08
Barnet,NONDOMFIRES RRO,01-17,4,2017,08
Barnet,PRIMARY FIRES,01-17,32,2017,08
Barnet,PRIMARY FIRES IN DWELLINGS,01-17,16,2017,08
Barnet,ROAD TRAFFIC COLLISIONS,01-17,16,2017,08
Barnet,RUBBISH FIRES,01-17,11,2017,08
Barnet,SECONDARY FIRES,01-17,25,2017,08
Barnet,SHUT-IN-LIFT RELEASES,01-17,8,2017,08
Barnet,SPECIAL SERVICE ENTRY & EXIT,01-17,15,2017,08
Bexley,ACCIDENTAL FIRES IN RUBBISH,01-17,6,2017,08
Bexley,ACCIDENTAL OPEN LAND FIRES,01-17,1,2017,08
Bexley,ACCIDENTAL VEHICLE FIRES,01-17,1,2017,08
Bexley,ALL DELIBERATE FIRES,01-17,15,2017,08
Bexley,ALL FALSE ALARMS,01-17,106,2017,08
Bexley,ALL FIRES,01-17,42,2017,08
Bexley,ALL SPECIAL SERVICES,01-17,45,2017,08
Bexley,CARE HOME FIRES,01-17,1,2017,08
Bexley,DELIBERATE FIRES IN RUBBISH,01-17,5,2017,08
Bexley,DELIBERATE OPEN LAND FIRES,01-17,5,2017,08
Bexley,DELIBERATE VEHICLE FIRES,01-17,3,2017,08
Bexley,FALSE ALARMS AFAS DOM,01-17,33,2017,08
Bexley,FALSE ALARMS AFAS NONDOM,01-17,41,2017,08
Bexley,FALSE ALARMS GOOD INTENT,01-17,29,2017,08
Bexley,MALICIOUS FALSE ALARMS,01-17,3,2017,08
Bexley,NONDOMFIRES NONRRO,01-17,1,2017,08
Bexley,NONDOMFIRES RRO,01-17,4,2017,08
Bexley,PRIMARY FIRES,01-17,25,2017,08
Bexley,PRIMARY FIRES IN DWELLINGS,01-17,15,2017,08
Bexley,ROAD TRAFFIC COLLISIONS,01-17,7,2017,08
Bexley,RUBBISH FIRES,01-17,11,2017,08
Bexley,SECONDARY FIRES,01-17,17,2017,08
Bexley,SHUT-IN-LIFT RELEASES,01-17,6,2017,08
Bexley,SPECIAL SERVICE ENTRY & EXIT,01-17,15,2017,08
Brent,ACCIDENTAL FIRES IN RUBBISH,01-17,9,2017,08
Brent,ACCIDENTAL OPEN LAND FIRES,01-17,11,2017,08
Brent,ACCIDENTAL VEHICLE FIRES,01-17,5,2017,08
Brent,ALL DELIBERATE FIRES,01-17,5,2017,08
Brent,ALL FALSE ALARMS,01-17,130,2017,08
Brent,ALL FIRES,01-17,48,2017,08
Brent,ALL SPECIAL SERVICES,01-17,77,2017,08
Brent,CARE HOME FIRES,01-17,1,2017,08
Brent,DELIBERATE FIRES IN RUBBISH,01-17,0,2017,08
Brent,DELIBERATE OPEN LAND FIRES,01-17,2,2017,08
Brent,DELIBERATE VEHICLE FIRES,01-17,2,2017,08
Brent,FALSE ALARMS AFAS DOM,01-17,52,2017,08
Brent,FALSE ALARMS AFAS NONDOM,01-17,46,2017,08
Brent,FALSE ALARMS GOOD INTENT,01-17,28,2017,08
Brent,MALICIOUS FALSE ALARMS,01-17,4,2017,08
Brent,NONDOMFIRES NONRRO,01-17,0,2017,08
Brent,NONDOMFIRES RRO,01-17,3,2017,08
Brent,PRIMARY FIRES,01-17,26,2017,08
Brent,PRIMARY FIRES IN DWELLINGS,01-17,14,2017,08
Brent,ROAD TRAFFIC COLLISIONS,01-17,16,2017,08
Brent,RUBBISH FIRES,01-17,9,2017,08
Brent,SECONDARY FIRES,01-17,22,2017,08
Brent,SHUT-IN-LIFT RELEASES,01-17,14,2017,08
Brent,SPECIAL SERVICE ENTRY & EXIT,01-17,10,2017,08
Bromley,ACCIDENTAL FIRES IN RUBBISH,01-17,4,2017,08
Bromley,ACCIDENTAL OPEN LAND FIRES,01-17,9,2017,08
Bromley,ACCIDENTAL VEHICLE FIRES,01-17,2,2017,08
Bromley,ALL DELIBERATE FIRES,01-17,9,2017,08
Bromley,ALL FALSE ALARMS,01-17,109,2017,08
Bromley,ALL FIRES,01-17,45,2017,08
Bromley,ALL SPECIAL SERVICES,01-17,77,2017,08
Bromley,CARE HOME FIRES,01-17,2,2017,08
Bromley,DELIBERATE FIRES IN RUBBISH,01-17,2,2017,08
Bromley,DELIBERATE OPEN LAND FIRES,01-17,3,2017,08
Bromley,DELIBERATE VEHICLE FIRES,01-17,4,2017,08
Bromley,FALSE ALARMS AFAS DOM,01-17,43,2017,08
Bromley,FALSE ALARMS AFAS NONDOM,01-17,39,2017,08
Bromley,FALSE ALARMS GOOD INTENT,01-17,26,2017,08
Bromley,MALICIOUS FALSE ALARMS,01-17,1,2017,08
Bromley,NONDOMFIRES NONRRO,01-17,0,2017,08
Bromley,NONDOMFIRES RRO,01-17,7,2017,08
Bromley,PRIMARY FIRES,01-17,27,2017,08
Bromley,PRIMARY FIRES IN DWELLINGS,01-17,13,2017,08
Bromley,ROAD TRAFFIC COLLISIONS,01-17,22,2017,08
Bromley,RUBBISH FIRES,01-17,6,2017,08
Bromley,SECONDARY FIRES,01-17,18,2017,08
Bromley,SHUT-IN-LIFT RELEASES,01-17,8,2017,08
Bromley,SPECIAL SERVICE ENTRY & EXIT,01-17,10,2017,08
Camden,ACCIDENTAL FIRES IN RUBBISH,01-17,10,2017,08
Camden,ACCIDENTAL OPEN LAND FIRES,01-17,2,2017,08
Camden,ACCIDENTAL VEHICLE FIRES,01-17,7,2017,08
Camden,ALL DELIBERATE FIRES,01-17,5,2017,08
Camden,ALL FALSE ALARMS,01-17,268,2017,08
Camden,ALL FIRES,01-17,48,2017,08
Camden,ALL SPECIAL SERVICES,01-17,106,2017,08
Camden,CARE HOME FIRES,01-17,1,2017,08
Camden,DELIBERATE FIRES IN RUBBISH,01-17,2,2017,08
Camden,DELIBERATE OPEN LAND FIRES,01-17,1,2017,08
Camden,DELIBERATE VEHICLE FIRES,01-17,3,2017,08
Camden,FALSE ALARMS AFAS DOM,01-17,79,2017,08
Camden,FALSE ALARMS AFAS NONDOM,01-17,138,2017,08
Camden,FALSE ALARMS GOOD INTENT,01-17,42,2017,08
Camden,MALICIOUS FALSE ALARMS,01-17,9,2017,08
Camden,NONDOMFIRES NONRRO,01-17,0,2017,08
Camden,NONDOMFIRES RRO,01-17,10,2017,08
Camden,PRIMARY FIRES,01-17,33,2017,08
Camden,PRIMARY FIRES IN DWELLINGS,01-17,12,2017,08
Camden,ROAD TRAFFIC COLLISIONS,01-17,8,2017,08
Camden,RUBBISH FIRES,01-17,12,2017,08
Camden,SECONDARY FIRES,01-17,15,2017,08
Camden,SHUT-IN-LIFT RELEASES,01-17,23,2017,08
Camden,SPECIAL SERVICE ENTRY & EXIT,01-17,15,2017,08
City of london,ACCIDENTAL FIRES IN RUBBISH,01-17,1,2017,08
City of london,ACCIDENTAL OPEN LAND FIRES,01-17,0,2017,08
City of london,ACCIDENTAL VEHICLE FIRES,01-17,1,2017,08
City of london,ALL DELIBERATE FIRES,01-17,0,2017,08
City of london,ALL FALSE ALARMS,01-17,83,2017,08
City of london,ALL FIRES,01-17,7,2017,08
City of london,ALL SPECIAL SERVICES,01-17,17,2017,08
City of london,CARE HOME FIRES,01-17,0,2017,08
City of london,DELIBERATE FIRES IN RUBBISH,01-17,0,2017,08
City of london,DELIBERATE OPEN LAND FIRES,01-17,0,2017,08
City of london,DELIBERATE VEHICLE FIRES,01-17,0,2017,08
City of london,FALSE ALARMS AFAS DOM,01-17,2,2017,08
City of london,FALSE ALARMS AFAS NONDOM,01-17,70,2017,08
City of london,FALSE ALARMS GOOD INTENT,01-17,11,2017,08
City of london,MALICIOUS FALSE ALARMS,01-17,0,2017,08
City of london,NONDOMFIRES NONRRO,01-17,0,2017,08
City of london,NONDOMFIRES RRO,01-17,5,2017,08
City of london,PRIMARY FIRES,01-17,6,2017,08
City of london,PRIMARY FIRES IN DWELLINGS,01-17,0,2017,08
City of london,ROAD TRAFFIC COLLISIONS,01-17,2,2017,08
City of london,RUBBISH FIRES,01-17,1,2017,08
City of london,SECONDARY FIRES,01-17,1,2017,08
City of london,SHUT-IN-LIFT RELEASES,01-17,5,2017,08
City of london,SPECIAL SERVICE ENTRY & EXIT,01-17,3,2017,08
Croydon,ACCIDENTAL FIRES IN RUBBISH,01-17,8,2017,08
Croydon,ACCIDENTAL OPEN LAND FIRES,01-17,10,2017,08
Croydon,ACCIDENTAL VEHICLE FIRES,01-17,6,2017,08
Croydon,ALL DELIBERATE FIRES,01-17,15,2017,08
Croydon,ALL FALSE ALARMS,01-17,143,2017,08
Croydon,ALL FIRES,01-17,71,2017,08
Croydon,ALL SPECIAL SERVICES,01-17,112,2017,08
Croydon,CARE HOME FIRES,01-17,2,2017,08
Croydon,DELIBERATE FIRES IN RUBBISH,01-17,3,2017,08
Croydon,DELIBERATE OPEN LAND FIRES,01-17,3,2017,08
Croydon,DELIBERATE VEHICLE FIRES,01-17,7,2017,08
Croydon,FALSE ALARMS AFAS DOM,01-17,54,2017,08
Croydon,FALSE ALARMS AFAS NONDOM,01-17,37,2017,08
Croydon,FALSE ALARMS GOOD INTENT,01-17,45,2017,08
Croydon,MALICIOUS FALSE ALARMS,01-17,7,2017,08
Croydon,NONDOMFIRES NONRRO,01-17,2,2017,08
Croydon,NONDOMFIRES RRO,01-17,2,2017,08
Croydon,PRIMARY FIRES,01-17,44,2017,08
Croydon,PRIMARY FIRES IN DWELLINGS,01-17,24,2017,08
Croydon,ROAD TRAFFIC COLLISIONS,01-17,23,2017,08
Croydon,RUBBISH FIRES,01-17,11,2017,08
Croydon,SECONDARY FIRES,01-17,27,2017,08
Croydon,SHUT-IN-LIFT RELEASES,01-17,9,2017,08
Croydon,SPECIAL SERVICE ENTRY & EXIT,01-17,31,2017,08
Ealing,ACCIDENTAL FIRES IN RUBBISH,01-17,11,2017,08
Ealing,ACCIDENTAL OPEN LAND FIRES,01-17,13,2017,08
Ealing,ACCIDENTAL VEHICLE FIRES,01-17,3,2017,08
Ealing,ALL DELIBERATE FIRES,01-17,13,2017,08
Ealing,ALL FALSE ALARMS,01-17,146,2017,08
Ealing,ALL FIRES,01-17,63,2017,08
Ealing,ALL SPECIAL SERVICES,01-17,77,2017,08
Ealing,CARE HOME FIRES,01-17,1,2017,08
Ealing,DELIBERATE FIRES IN RUBBISH,01-17,3,2017,08
Ealing,DELIBERATE OPEN LAND FIRES,01-17,6,2017,08
Ealing,DELIBERATE VEHICLE FIRES,01-17,4,2017,08
Ealing,FALSE ALARMS AFAS DOM,01-17,41,2017,08
Ealing,FALSE ALARMS AFAS NONDOM,01-17,61,2017,08
Ealing,FALSE ALARMS GOOD INTENT,01-17,40,2017,08
Ealing,MALICIOUS FALSE ALARMS,01-17,4,2017,08
Ealing,NONDOMFIRES NONRRO,01-17,1,2017,08
Ealing,NONDOMFIRES RRO,01-17,1,2017,08
Ealing,PRIMARY FIRES,01-17,29,2017,08
Ealing,PRIMARY FIRES IN DWELLINGS,01-17,15,2017,08
Ealing,ROAD TRAFFIC COLLISIONS,01-17,18,2017,08
Ealing,RUBBISH FIRES,01-17,14,2017,08
Ealing,SECONDARY FIRES,01-17,34,2017,08
Ealing,SHUT-IN-LIFT RELEASES,01-17,7,2017,08
Ealing,SPECIAL SERVICE ENTRY & EXIT,01-17,11,2017,08
Enfield,ACCIDENTAL FIRES IN RUBBISH,01-17,4,2017,08
Enfield,ACCIDENTAL OPEN LAND FIRES,01-17,6,2017,08
Enfield,ACCIDENTAL VEHICLE FIRES,01-17,9,2017,08
Enfield,ALL DELIBERATE FIRES,01-17,6,2017,08
Enfield,ALL FALSE ALARMS,01-17,101,2017,08
Enfield,ALL FIRES,01-17,44,2017,08
Enfield,ALL SPECIAL SERVICES,01-17,87,2017,08
Enfield,CARE HOME FIRES,01-17,0,2017,08
Enfield,DELIBERATE FIRES IN RUBBISH,01-17,3,2017,08
Enfield,DELIBERATE OPEN LAND FIRES,01-17,1,2017,08
Enfield,DELIBERATE VEHICLE FIRES,01-17,1,2017,08
Enfield,FALSE ALARMS AFAS DOM,01-17,29,2017,08
Enfield,FALSE ALARMS AFAS NONDOM,01-17,40,2017,08
Enfield,FALSE ALARMS GOOD INTENT,01-17,28,2017,08
Enfield,MALICIOUS FALSE ALARMS,01-17,4,2017,08
Enfield,NONDOMFIRES NONRRO,01-17,0,2017,08
Enfield,NONDOMFIRES RRO,01-17,9,2017,08
Enfield,PRIMARY FIRES,01-17,31,2017,08
Enfield,PRIMARY FIRES IN DWELLINGS,01-17,10,2017,08
Enfield,ROAD TRAFFIC COLLISIONS,01-17,21,2017,08
Enfield,RUBBISH FIRES,01-17,7,2017,08
Enfield,SECONDARY FIRES,01-17,13,2017,08
Enfield,SHUT-IN-LIFT RELEASES,01-17,9,2017,08
Enfield,SPECIAL SERVICE ENTRY & EXIT,01-17,19,2017,08
Greenwich,ACCIDENTAL FIRES IN RUBBISH,01-17,14,2017,08
Greenwich,ACCIDENTAL OPEN LAND FIRES,01-17,8,2017,08
Greenwich,ACCIDENTAL VEHICLE FIRES,01-17,2,2017,08
Greenwich,ALL DELIBERATE FIRES,01-17,16,2017,08
Greenwich,ALL FALSE ALARMS,01-17,96,2017,08
Greenwich,ALL FIRES,01-17,66,2017,08
Greenwich,ALL SPECIAL SERVICES,01-17,98,2017,08
Greenwich,CARE HOME FIRES,01-17,1,2017,08
Greenwich,DELIBERATE FIRES IN RUBBISH,01-17,3,2017,08
Greenwich,DELIBERATE OPEN LAND FIRES,01-17,8,2017,08
Greenwich,DELIBERATE VEHICLE FIRES,01-17,3,2017,08
Greenwich,FALSE ALARMS AFAS DOM,01-17,29,2017,08
Greenwich,FALSE ALARMS AFAS NONDOM,01-17,38,2017,08
Greenwich,FALSE ALARMS GOOD INTENT,01-17,23,2017,08
Greenwich,MALICIOUS FALSE ALARMS,01-17,6,2017,08
Greenwich,NONDOMFIRES NONRRO,01-17,0,2017,08
Greenwich,NONDOMFIRES RRO,01-17,8,2017,08
Greenwich,PRIMARY FIRES,01-17,31,2017,08
Greenwich,PRIMARY FIRES IN DWELLINGS,01-17,16,2017,08
Greenwich,ROAD TRAFFIC COLLISIONS,01-17,16,2017,08
Greenwich,RUBBISH FIRES,01-17,17,2017,08
Greenwich,SECONDARY FIRES,01-17,35,2017,08
Greenwich,SHUT-IN-LIFT RELEASES,01-17,14,2017,08
Greenwich,SPECIAL SERVICE ENTRY & EXIT,01-17,26,2017,08
Hackney,ACCIDENTAL FIRES IN RUBBISH,01-17,13,2017,08
Hackney,ACCIDENTAL OPEN LAND FIRES,01-17,6,2017,08
Hackney,ACCIDENTAL VEHICLE FIRES,01-17,0,2017,08
Hackney,ALL DELIBERATE FIRES,01-17,9,2017,08
Hackney,ALL FALSE ALARMS,01-17,159,2017,08
Hackney,ALL FIRES,01-17,49,2017,08
Hackney,ALL SPECIAL SERVICES,01-17,123,2017,08
Hackney,CARE HOME FIRES,01-17,0,2017,08
Hackney,DELIBERATE FIRES IN RUBBISH,01-17,3,2017,08
Hackney,DELIBERATE OPEN LAND FIRES,01-17,3,2017,08
Hackney,DELIBERATE VEHICLE FIRES,01-17,3,2017,08
Hackney,FALSE ALARMS AFAS DOM,01-17,71,2017,08
Hackney,FALSE ALARMS AFAS NONDOM,01-17,61,2017,08
Hackney,FALSE ALARMS GOOD INTENT,01-17,26,2017,08
Hackney,MALICIOUS FALSE ALARMS,01-17,1,2017,08
Hackney,NONDOMFIRES NONRRO,01-17,0,2017,08
Hackney,NONDOMFIRES RRO,01-17,7,2017,08
Hackney,PRIMARY FIRES,01-17,24,2017,08
Hackney,PRIMARY FIRES IN DWELLINGS,01-17,14,2017,08
Hackney,ROAD TRAFFIC COLLISIONS,01-17,12,2017,08
Hackney,RUBBISH FIRES,01-17,16,2017,08
Hackney,SECONDARY FIRES,01-17,25,2017,08
Hackney,SHUT-IN-LIFT RELEASES,01-17,24,2017,08
Hackney,SPECIAL SERVICE ENTRY & EXIT,01-17,29,2017,08
Hammersmith and fulham,ACCIDENTAL FIRES IN RUBBISH,01-17,2,2017,08
Hammersmith and fulham,ACCIDENTAL OPEN LAND FIRES,01-17,5,2017,08
Hammersmith and fulham,ACCIDENTAL VEHICLE FIRES,01-17,1,2017,08
Hammersmith and fulham,ALL DELIBERATE FIRES,01-17,0,2017,08
Hammersmith and fulham,ALL FALSE ALARMS,01-17,159,2017,08
Hammersmith and fulham,ALL FIRES,01-17,23,2017,08
Hammersmith and fulham,ALL SPECIAL SERVICES,01-17,59,2017,08
