Code,Area,Count,Year,Mode,Type
00AF,Bromley,0.8,2008,Motor-cycles,Personal
00AG,Camden,1.2,2008,Motor-cycles,Personal
00AH,Croydon,0.8,2008,Motor-cycles,Personal
00AJ,Ealing,0.8,2008,Motor-cycles,Personal
00AK,Enfield,0.6,2008,Motor-cycles,Personal
00AL,Greenwich,1.0,2008,Motor-cycles,Personal
00AM,Hackney,0.8,2008,Motor-cycles,Personal
00AN,Hammersmith and Fulham,1.1,2008,Motor-cycles,Personal
00AP,Haringey,0.6,2008,Motor-cycles,Personal
00AQ,Harrow,0.3,2008,Motor-cycles,Personal
00AR,Havering,0.7,2008,Motor-cycles,Personal
00AS,Hillingdon,1.1,2008,Motor-cycles,Personal
00AT,Hounslow,1.0,2008,Motor-cycles,Personal
00AU,Islington,1.0,2008,Motor-cycles,Personal
00AW,Kensington and Chelsea,1.2,2008,Motor-cycles,Personal
00AX,Kingston upon Thames,0.7,2008,Motor-cycles,Personal
00AY,Lambeth,1.6,2008,Motor-cycles,Personal
00AZ,Lewisham,1.0,2008,Motor-cycles,Personal
00BA,Merton,0.5,2008,Motor-cycles,Personal
00BB,Newham,0.8,2008,Motor-cycles,Personal
00BC,Redbridge,0.5,2008,Motor-cycles,Personal
00BD,Richmond upon Thames,0.7,2008,Motor-cycles,Personal
00BE,Southwark,1.5,2008,Motor-cycles,Personal
00BF,Sutton,0.5,2008,Motor-cycles,Personal
00BG,Tower Hamlets,1.7,2008,Motor-cycles,Personal
00BH,Waltham Forest,0.4,2008,Motor-cycles,Personal
00BJ,Wandsworth,1.4,2008,Motor-cycles,Personal
00BK,Westminster,2.4,2008,Motor-cycles,Personal
00AA,City of London,1.6,2008,HGV,Freight
00AB,Barking and Dagenham,8.7,2008,HGV,Freight
00AC,Barnet,14.0,2008,HGV,Freight
00AD,Bexley,8.9,2008,HGV,Freight
00AE,Brent,7.2,2008,HGV,Freight
00AF,Bromley,7.2,2008,HGV,Freight
00AG,Camden,3.8,2008,HGV,Freight
00AH,Croydon,8.9,2008,HGV,Freight
00AJ,Ealing,12.8,2008,HGV,Freight
00AK,Enfield,32.8,2008,HGV,Freight
00AL,Greenwich,11.3,2008,HGV,Freight
00AM,Hackney,5.2,2008,HGV,Freight
00AN,Hammersmith and Fulham,4.4,2008,HGV,Freight
00AP,Haringey,4.3,2008,HGV,Freight
00AQ,Harrow,3.7,2008,HGV,Freight
00AR,Havering,34.7,2008,HGV,Freight
00AS,Hillingdon,21.1,2008,HGV,Freight
00AT,Hounslow,13.2,2008,HGV,Freight
00AU,Islington,3.6,2008,HGV,Freight
00AW,Kensington and Chelsea,4.2,2008,HGV,Freight
00AX,Kingston upon Thames,6.2,2008,HGV,Freight
00AY,Lambeth,6.0,2008,HGV,Freight
00AZ,Lewisham,6.1,2008,HGV,Freight
00BA,Merton,4.8,2008,HGV,Freight
00BB,Newham,12.1,2008,HGV,Freight
00BC,Redbridge,11.8,2008,HGV,Freight
00BD,Richmond upon Thames,4.9,2008,HGV,Freight
00BE,Southwark,6.1,2008,HGV,Freight
00BF,Sutton,3.9,2008,HGV,Freight
00BG,Tower Hamlets,10.4,2008,HGV,Freight
00BH,Waltham Forest,8.2,2008,HGV,Freight
00BJ,Wandsworth,6.9,2008,HGV,Freight
00BK,Westminster,7.6,2008,HGV,Freight
00AA,City of London,2.5,2008,Diesel LGV,Freight
00AB,Barking and Dagenham,4.8,2008,Diesel LGV,Freight
00AC,Barnet,14.5,2008,Diesel LGV,Freight
00AD,Bexley,8.0,2008,Diesel LGV,Freight
00AE,Brent,6.5,2008,Diesel LGV,Freight
00AF,Bromley,10.7,2008,Diesel LGV,Freight
00AG,Camden,6.6,2008,Diesel LGV,Freight
00AH,Croydon,9.6,2008,Diesel LGV,Freight
00AJ,Ealing,9.5,2008,Diesel LGV,Freight
00AK,Enfield,13.4,2008,Diesel LGV,Freight
00AL,Greenwich,10.1,2008,Diesel LGV,Freight
00AM,Hackney,6.6,2008,Diesel LGV,Freight
00AN,Hammersmith and Fulham,6.7,2008,Diesel LGV,Freight
00AP,Haringey,6.8,2008,Diesel LGV,Freight
00AQ,Harrow,4.4,2008,Diesel LGV,Freight
00AR,Havering,12.9,2008,Diesel LGV,Freight
00AS,Hillingdon,15.6,2008,Diesel LGV,Freight
00AT,Hounslow,11.2,2008,Diesel LGV,Freight
00AU,Islington,5.5,2008,Diesel LGV,Freight
00AW,Kensington and Chelsea,6.7,2008,Diesel LGV,Freight
00AX,Kingston upon Thames,6.7,2008,Diesel LGV,Freight
00AY,Lambeth,10.1,2008,Diesel LGV,Freight
00AZ,Lewisham,9.6,2008,Diesel LGV,Freight
00BA,Merton,5.1,2008,Diesel LGV,Freight
00BB,Newham,9.5,2008,Diesel LGV,Freight
00BC,Redbridge,8.4,2008,Diesel LGV,Freight
00BD,Richmond upon Thames,5.8,2008,Diesel LGV,Freight
00BE,Southwark,10.1,2008,Diesel LGV,Freight
00BF,Sutton,5.2,2008,Diesel LGV,Freight
00BG,Tower Hamlets,12.0,2008,Diesel LGV,Freight
00BH,Waltham Forest,5.5,2008,Diesel LGV,Freight
00BJ,Wandsworth,9.2,2008,Diesel LGV,Freight
00BK,Westminster,12.8,2008,Diesel LGV,Freight
00AA,City of London,0.2,2008,Petrol LGV,Freight
00AB,Barking and Dagenham,0.4,2008,Petrol LGV,Freight
00AC,Barnet,1.0,2008,Petrol LGV,Freight
00AD,Bexley,0.6,2008,Petrol LGV,Freight
00AE,Brent,0.5,2008,Petrol LGV,Freight
00AF,Bromley,0.8,2008,Petrol LGV,Freight
00AG,Camden,0.5,2008,Petrol LGV,Freight
00AH,Croydon,0.7,2008,Petrol LGV,Freight
00AJ,Ealing,0.7,2008,Petrol LGV,Freight
00AK,Enfield,1.0,2008,Petrol LGV,Freight
00AL,Greenwich,0.8,2008,Petrol LGV,Freight
00AM,Hackney,0.5,2008,Petrol LGV,Freight
00AN,Hammersmith and Fulham,0.5,2008,Petrol LGV,Freight
00AP,Haringey,0.5,2008,Petrol LGV,Freight
00AQ,Harrow,0.3,2008,Petrol LGV,Freight
00AR,Havering,0.9,2008,Petrol LGV,Freight
00AS,Hillingdon,1.1,2008,Petrol LGV,Freight
00AT,Hounslow,0.8,2008,Petrol LGV,Freight
00AU,Islington,0.4,2008,Petrol LGV,Freight
00AW,Kensington and Chelsea,0.5,2008,Petrol LGV,Freight
00AX,Kingston upon Thames,0.5,2008,Petrol LGV,Freight
00AY,Lambeth,0.8,2008,Petrol LGV,Freight
00AZ,Lewisham,0.7,2008,Petrol LGV,Freight
00BA,Merton,0.4,2008,Petrol LGV,Freight
00BB,Newham,0.7,2008,Petrol LGV,Freight
00BC,Redbridge,0.6,2008,Petrol LGV,Freight
00BD,Richmond upon Thames,0.4,2008,Petrol LGV,Freight
00BE,Southwark,0.8,2008,Petrol LGV,Freight
00BF,Sutton,0.4,2008,Petrol LGV,Freight
00BG,Tower Hamlets,0.9,2008,Petrol LGV,Freight
00BH,Waltham Forest,0.4,2008,Petrol LGV,Freight
00BJ,Wandsworth,0.7,2008,Petrol LGV,Freight
00BK,Westminster,1.0,2008,Petrol LGV,Freight
00AA,City of London,2.0,2009,Buses,Personal
00AB,Barking and Dagenham,2.8,2009,Buses,Personal
00AC,Barnet,8.0,2009,Buses,Personal
00AD,Bexley,4.8,2009,Buses,Personal
00AE,Brent,5.6,2009,Buses,Personal
00AF,Bromley,7.5,2009,Buses,Personal
00AG,Camden,5.9,2009,Buses,Personal
00AH,Croydon,7.1,2009,Buses,Personal
00AJ,Ealing,6.2,2009,Buses,Personal
00AK,Enfield,6.0,2009,Buses,Personal
00AL,Greenwich,6.9,2009,Buses,Personal
00AM,Hackney,6.2,2009,Buses,Personal
00AN,Hammersmith and Fulham,5.4,2009,Buses,Personal
00AP,Haringey,5.9,2009,Buses,Personal
00AQ,Harrow,3.3,2009,Buses,Personal
00AR,Havering,5.2,2009,Buses,Personal
00AS,Hillingdon,9.1,2009,Buses,Personal
00AT,Hounslow,7.6,2009,Buses,Personal
00AU,Islington,5.2,2009,Buses,Personal
00AW,Kensington and Chelsea,5.1,2009,Buses,Personal
00AX,Kingston upon Thames,4.2,2009,Buses,Personal
00AY,Lambeth,9.9,2009,Buses,Personal
00AZ,Lewisham,7.1,2009,Buses,Personal
00BA,Merton,4.1,2009,Buses,Personal
00BB,Newham,5.9,2009,Buses,Personal
00BC,Redbridge,4.4,2009,Buses,Personal
00BD,Richmond upon Thames,5.5,2009,Buses,Personal
00BE,Southwark,9.5,2009,Buses,Personal
00BF,Sutton,3.6,2009,Buses,Personal
00BG,Tower Hamlets,5.9,2009,Buses,Personal
00BH,Waltham Forest,3.9,2009,Buses,Personal
00BJ,Wandsworth,6.2,2009,Buses,Personal
00BK,Westminster,14.0,2009,Buses,Personal
00AA,City of London,2.8,2009,Diesel Cars,Personal
00AB,Barking and Dagenham,8.8,2009,Diesel Cars,Personal
00AC,Barnet,24.1,2009,Diesel Cars,Personal
00AD,Bexley,13.3,2009,Diesel Cars,Personal
00AE,Brent,12.5,2009,Diesel Cars,Personal
00AF,Bromley,18.7,2009,Diesel Cars,Personal
00AG,Camden,8.3,2009,Diesel Cars,Personal
00AH,Croydon,18.2,2009,Diesel Cars,Personal
00AJ,Ealing,18.3,2009,Diesel Cars,Personal
00AK,Enfield,21.6,2009,Diesel Cars,Personal
00AL,Greenwich,15.6,2009,Diesel Cars,Personal
00AM,Hackney,8.5,2009,Diesel Cars,Personal
00AN,Hammersmith and Fulham,9.3,2009,Diesel Cars,Personal
00AP,Haringey,9.5,2009,Diesel Cars,Personal
00AQ,Harrow,9.3,2009,Diesel Cars,Personal
00AR,Havering,21.9,2009,Diesel Cars,Personal
00AS,Hillingdon,34.1,2009,Diesel Cars,Personal
00AT,Hounslow,24.2,2009,Diesel Cars,Personal
00AU,Islington,6.7,2009,Diesel Cars,Personal
00AW,Kensington and Chelsea,8.5,2009,Diesel Cars,Personal
00AX,Kingston upon Thames,13.8,2009,Diesel Cars,Personal
00AY,Lambeth,12.8,2009,Diesel Cars,Personal
00AZ,Lewisham,13.7,2009,Diesel Cars,Personal
00BA,Merton,9.1,2009,Diesel Cars,Personal
00BB,Newham,16.2,2009,Diesel Cars,Personal
00BC,Redbridge,14.9,2009,Diesel Cars,Personal
00BD,Richmond upon Thames,12.1,2009,Diesel Cars,Personal
00BE,Southwark,12.7,2009,Diesel Cars,Personal
00BF,Sutton,9.8,2009,Diesel Cars,Personal
00BG,Tower Hamlets,15.2,2009,Diesel Cars,Personal
00BH,Waltham Forest,9.9,2009,Diesel Cars,Personal
00BJ,Wandsworth,13.6,2009,Diesel Cars,Personal
00BK,Westminster,14.5,2009,Diesel Cars,Personal
00AA,City of London,6.6,2009,Petrol Cars,Personal
00AB,Barking and Dagenham,19.8,2009,Petrol Cars,Personal
00AC,Barnet,51.4,2009,Petrol Cars,Personal
00AD,Bexley,29.9,2009,Petrol Cars,Personal
00AE,Brent,27.8,2009,Petrol Cars,Personal
00AF,Bromley,41.4,2009,Petrol Cars,Personal
00AG,Camden,19.2,2009,Petrol Cars,Personal
00AH,Croydon,40.1,2009,Petrol Cars,Personal
00AJ,Ealing,41.0,2009,Petrol Cars,Personal
00AK,Enfield,44.3,2009,Petrol Cars,Personal
00AL,Greenwich,35.0,2009,Petrol Cars,Personal
00AM,Hackney,19.7,2009,Petrol Cars,Personal
00AN,Hammersmith and Fulham,21.7,2009,Petrol Cars,Personal
00AP,Haringey,21.9,2009,Petrol Cars,Personal
00AQ,Harrow,20.4,2009,Petrol Cars,Personal
00AR,Havering,44.1,2009,Petrol Cars,Personal
00AS,Hillingdon,69.0,2009,Petrol Cars,Personal
00AT,Hounslow,50.0,2009,Petrol Cars,Personal
00AU,Islington,15.6,2009,Petrol Cars,Personal
00AW,Kensington and Chelsea,19.9,2009,Petrol Cars,Personal
00AX,Kingston upon Thames,30.8,2009,Petrol Cars,Personal
00AY,Lambeth,29.5,2009,Petrol Cars,Personal
00AZ,Lewisham,31.1,2009,Petrol Cars,Personal
00BA,Merton,20.3,2009,Petrol Cars,Personal
00BB,Newham,37.7,2009,Petrol Cars,Personal
00BC,Redbridge,32.8,2009,Petrol Cars,Personal
00BD,Richmond upon Thames,27.0,2009,Petrol Cars,Personal
00BE,Southwark,29.0,2009,Petrol Cars,Personal
00BF,Sutton,21.4,2009,Petrol Cars,Personal
00BG,Tower Hamlets,35.2,2009,Petrol Cars,Personal
00BH,Waltham Forest,22.4,2009,Petrol Cars,Personal
00BJ,Wandsworth,31.4,2009,Petrol Cars,Personal
00BK,Westminster,34.5,2009,Petrol Cars,Personal
00AA,City of London,0.6,2009,Motor-cycles,Personal
00AB,Barking and Dagenham,0.4,2009,Motor-cycles,Personal
00AC,Barnet,1.0,2009,Motor-cycles,Personal
00AD,Bexley,0.6,2009,Motor-cycles,Personal
00AE,Brent,0.5,2009,Motor-cycles,Personal
00AF,Bromley,0.8,2009,Motor-cycles,Personal
00AG,Camden,1.2,2009,Motor-cycles,Personal
00AH,Croydon,0.9,2009,Motor-cycles,Personal
00AJ,Ealing,0.9,2009,Motor-cycles,Personal
00AK,Enfield,0.6,2009,Motor-cycles,Personal
00AL,Greenwich,1.1,2009,Motor-cycles,Personal
00AM,Hackney,0.8,2009,Motor-cycles,Personal
00AN,Hammersmith and Fulham,1.1,2009,Motor-cycles,Personal
00AP,Haringey,0.7,2009,Motor-cycles,Personal
00AQ,Harrow,0.3,2009,Motor-cycles,Personal
00AR,Havering,0.7,2009,Motor-cycles,Personal
00AS,Hillingdon,1.1,2009,Motor-cycles,Personal
00AT,Hounslow,1.0,2009,Motor-cycles,Personal
00AU,Islington,0.9,2009,Motor-cycles,Personal
00AW,Kensington and Chelsea,1.2,2009,Motor-cycles,Personal
00AX,Kingston upon Thames,0.6,2009,Motor-cycles,Personal
00AY,Lambeth,1.6,2009,Motor-cycles,Personal
00AZ,Lewisham,1.0,2009,Motor-cycles,Personal
00BA,Merton,0.5,2009,Motor-cycles,Personal
00BB,Newham,0.8,2009,Motor-cycles,Personal
00BC,Redbridge,0.6,2009,Motor-cycles,Personal
00BD,Richmond upon Thames,0.7,2009,Motor-cycles,Personal
00BE,Southwark,1.5,2009,Motor-cycles,Personal
00BF,Sutton,0.5,2009,Motor-cycles,Personal
00BG,Tower Hamlets,1.5,2009,Motor-cycles,Personal
00BH,Waltham Forest,0.4,2009,Motor-cycles,Personal
00BJ,Wandsworth,1.4,2009,Motor-cycles,Personal
00BK,Westminster,2.2,2009,Motor-cycles,Personal
00AA,City of London,1.5,2009,HGV,Freight
00AB,Barking and Dagenham,8.9,2009,HGV,Freight
00AC,Barnet,14.6,2009,HGV,Freight
00AD,Bexley,8.2,2009,HGV,Freight
00AE,Brent,7.0,2009,HGV,Freight
00AF,Bromley,6.6,2009,HGV,Freight
00AG,Camden,3.8,2009,HGV,Freight
00AH,Croydon,8.1,2009,HGV,Freight
00AJ,Ealing,11.6,2009,HGV,Freight
00AK,Enfield,31.3,2009,HGV,Freight
00AL,Greenwich,10.1,2009,HGV,Freight
00AM,Hackney,5.1,2009,HGV,Freight
00AN,Hammersmith and Fulham,4.6,2009,HGV,Freight
00AP,Haringey,4.2,2009,HGV,Freight
00AQ,Harrow,3.4,2009,HGV,Freight
00AR,Havering,32.6,2009,HGV,Freight
00AS,Hillingdon,18.9,2009,HGV,Freight
00AT,Hounslow,11.9,2009,HGV,Freight
00AU,Islington,3.6,2009,HGV,Freight
00AW,Kensington and Chelsea,4.2,2009,HGV,Freight
00AX,Kingston upon Thames,5.2,2009,HGV,Freight
00AY,Lambeth,5.8,2009,HGV,Freight
00AZ,Lewisham,5.9,2009,HGV,Freight
00BA,Merton,4.4,2009,HGV,Freight
00BB,Newham,10.9,2009,HGV,Freight
00BC,Redbridge,11.5,2009,HGV,Freight
00BD,Richmond upon Thames,4.4,2009,HGV,Freight
00BE,Southwark,5.9,2009,HGV,Freight
00BF,Sutton,3.7,2009,HGV,Freight
00BG,Tower Hamlets,10.2,2009,HGV,Freight
00BH,Waltham Forest,8.0,2009,HGV,Freight
00BJ,Wandsworth,6.0,2009,HGV,Freight
00BK,Westminster,7.1,2009,HGV,Freight
00AA,City of London,2.3,2009,Diesel LGV,Freight
00AB,Barking and Dagenham,4.8,2009,Diesel LGV,Freight
00AC,Barnet,13.1,2009,Diesel LGV,Freight
00AD,Bexley,7.7,2009,Diesel LGV,Freight
00AE,Brent,6.2,2009,Diesel LGV,Freight
00AF,Bromley,10.3,2009,Diesel LGV,Freight
00AG,Camden,6.4,2009,Diesel LGV,Freight
00AH,Croydon,9.3,2009,Diesel LGV,Freight
00AJ,Ealing,9.2,2009,Diesel LGV,Freight
00AK,Enfield,12.8,2009,Diesel LGV,Freight
00AL,Greenwich,9.9,2009,Diesel LGV,Freight
00AM,Hackney,6.1,2009,Diesel LGV,Freight
00AN,Hammersmith and Fulham,6.6,2009,Diesel LGV,Freight
00AP,Haringey,6.5,2009,Diesel LGV,Freight
00AQ,Harrow,4.3,2009,Diesel LGV,Freight
00AR,Havering,12.7,2009,Diesel LGV,Freight
00AS,Hillingdon,15.6,2009,Diesel LGV,Freight
00AT,Hounslow,10.9,2009,Diesel LGV,Freight
00AU,Islington,5.4,2009,Diesel LGV,Freight
00AW,Kensington and Chelsea,6.6,2009,Diesel LGV,Freight
00AX,Kingston upon Thames,6.2,2009,Diesel LGV,Freight
00AY,Lambeth,9.6,2009,Diesel LGV,Freight
00AZ,Lewisham,9.2,2009,Diesel LGV,Freight
00BA,Merton,4.8,2009,Diesel LGV,Freight
00BB,Newham,9.2,2009,Diesel LGV,Freight
00BC,Redbridge,8.2,2009,Diesel LGV,Freight
00BD,Richmond upon Thames,5.4,2009,Diesel LGV,Freight
00BE,Southwark,9.8,2009,Diesel LGV,Freight
00BF,Sutton,5.1,2009,Diesel LGV,Freight
00BG,Tower Hamlets,10.9,2009,Diesel LGV,Freight
00BH,Waltham Forest,5.4,2009,Diesel LGV,Freight
00BJ,Wandsworth,8.7,2009,Diesel LGV,Freight
00BK,Westminster,11.5,2009,Diesel LGV,Freight
00AA,City of London,0.2,2009,Petrol LGV,Freight
00AB,Barking and Dagenham,0.3,2009,Petrol LGV,Freight
00AC,Barnet,0.9,2009,Petrol LGV,Freight
00AD,Bexley,0.5,2009,Petrol LGV,Freight
00AE,Brent,0.4,2009,Petrol LGV,Freight
00AF,Bromley,0.7,2009,Petrol LGV,Freight
00AG,Camden,0.5,2009,Petrol LGV,Freight
00AH,Croydon,0.6,2009,Petrol LGV,Freight
00AJ,Ealing,0.6,2009,Petrol LGV,Freight
00AK,Enfield,0.8,2009,Petrol LGV,Freight
00AL,Greenwich,0.7,2009,Petrol LGV,Freight
00AM,Hackney,0.4,2009,Petrol LGV,Freight
00AN,Hammersmith and Fulham,0.5,2009,Petrol LGV,Freight
00AP,Haringey,0.5,2009,Petrol LGV,Freight
00AQ,Harrow,0.3,2009,Petrol LGV,Freight
00AR,Havering,0.8,2009,Petrol LGV,Freight
00AS,Hillingdon,1.0,2009,Petrol LGV,Freight
00AT,Hounslow,0.7,2009,Petrol LGV,Freight
00AU,Islington,0.4,2009,Petrol LGV,Freight
00AW,Kensington and Chelsea,0.5,2009,Petrol LGV,Freight
00AX,Kingston upon Thames,0.4,2009,Petrol LGV,Freight
00AY,Lambeth,0.7,2009,Petrol LGV,Freight
00AZ,Lewisham,0.6,2009,Petrol LGV,Freight
00BA,Merton,0.3,2009,Petrol LGV,Freight
00BB,Newham,0.7,2009,Petrol LGV,Freight
00BC,Redbridge,0.6,2009,Petrol LGV,Freight
00BD,Richmond upon Thames,0.4,2009,Petrol LGV,Freight
00BE,Southwark,0.7,2009,Petrol LGV,Freight
00BF,Sutton,0.4,2009,Petrol LGV,Freight
00BG,Tower Hamlets,0.8,2009,Petrol LGV,Freight
00BH,Waltham Forest,0.4,2009,Petrol LGV,Freight
00BJ,Wandsworth,0.6,2009,Petrol LGV,Freight
00BK,Westminster,0.8,2009,Petrol LGV,Freight
00AA,City of London,2.1,2010,Buses,Personal
00AB,Barking and Dagenham,2.6,2010,Buses,Personal
00AC,Barnet,8.1,2010,Buses,Personal
00AD,Bexley,4.6,2010,Buses,Personal
00AE,Brent,5.3,2010,Buses,Personal
00AF,Bromley,7.6,2010,Buses,Personal
00AG,Camden,5.8,2010,Buses,Personal
00AH,Croydon,7.1,2010,Buses,Personal
00AJ,Ealing,5.9,2010,Buses,Personal
00AK,Enfield,5.7,2010,Buses,Personal
00AL,Greenwich,6.9,2010,Buses,Personal
00AM,Hackney,5.9,2010,Buses,Personal
00AN,Hammersmith and Fulham,5.0,2010,Buses,Personal
00AP,Haringey,5.8,2010,Buses,Personal
00AQ,Harrow,3.2,2010,Buses,Personal
00AR,Havering,5.2,2010,Buses,Personal
00AS,Hillingdon,8.6,2010,Buses,Personal
00AT,Hounslow,7.3,2010,Buses,Personal
00AU,Islington,5.1,2010,Buses,Personal
00AW,Kensington and Chelsea,4.9,2010,Buses,Personal
00AX,Kingston upon Thames,4.2,2010,Buses,Personal
00AY,Lambeth,9.5,2010,Buses,Personal
00AZ,Lewisham,7.1,2010,Buses,Personal
00BA,Merton,4.1,2010,Buses,Personal
00BB,Newham,5.6,2010,Buses,Personal
00BC,Redbridge,4.4,2010,Buses,Personal
00BD,Richmond upon Thames,5.6,2010,Buses,Personal
00BE,Southwark,9.3,2010,Buses,Personal
00BF,Sutton,3.5,2010,Buses,Personal
00BG,Tower Hamlets,5.8,2010,Buses,Personal
00BH,Waltham Forest,3.7,2010,Buses,Personal
00BJ,Wandsworth,6.2,2010,Buses,Personal
00BK,Westminster,14.3,2010,Buses,Personal
00AA,City of London,2.9,2010,Diesel Cars,Personal
00AB,Barking and Dagenham,9.0,2010,Diesel Cars,Personal
00AC,Barnet,25.3,2010,Diesel Cars,Personal
00AD,Bexley,13.3,2010,Diesel Cars,Personal
00AE,Brent,13.7,2010,Diesel Cars,Personal
00AF,Bromley,18.8,2010,Diesel Cars,Personal
00AG,Camden,8.2,2010,Diesel Cars,Personal
00AH,Croydon,18.3,2010,Diesel Cars,Personal
00AJ,Ealing,18.5,2010,Diesel Cars,Personal
00AK,Enfield,23.1,2010,Diesel Cars,Personal
00AL,Greenwich,15.8,2010,Diesel Cars,Personal
00AM,Hackney,8.7,2010,Diesel Cars,Personal
00AN,Hammersmith and Fulham,9.4,2010,Diesel Cars,Personal
00AP,Haringey,9.7,2010,Diesel Cars,Personal
00AQ,Harrow,9.4,2010,Diesel Cars,Personal
00AR,Havering,21.8,2010,Diesel Cars,Personal
00AS,Hillingdon,33.0,2010,Diesel Cars,Personal
00AT,Hounslow,24.1,2010,Diesel Cars,Personal
00AU,Islington,6.8,2010,Diesel Cars,Personal
00AW,Kensington and Chelsea,8.8,2010,Diesel Cars,Personal
00AX,Kingston upon Thames,15.0,2010,Diesel Cars,Personal
00AY,Lambeth,12.9,2010,Diesel Cars,Personal
00AZ,Lewisham,13.8,2010,Diesel Cars,Personal
00BA,Merton,9.3,2010,Diesel Cars,Personal
00BB,Newham,16.2,2010,Diesel Cars,Personal
00BC,Redbridge,15.6,2010,Diesel Cars,Personal
00BD,Richmond upon Thames,12.2,2010,Diesel Cars,Personal
00BE,Southwark,12.7,2010,Diesel Cars,Personal
00BF,Sutton,9.8,2010,Diesel Cars,Personal
00BG,Tower Hamlets,16.1,2010,Diesel Cars,Personal
00BH,Waltham Forest,10.4,2010,Diesel Cars,Personal
00BJ,Wandsworth,14.2,2010,Diesel Cars,Personal
00BK,Westminster,14.9,2010,Diesel Cars,Personal
00AA,City of London,6.3,2010,Petrol Cars,Personal
00AB,Barking and Dagenham,18.7,2010,Petrol Cars,Personal
00AC,Barnet,50.0,2010,Petrol Cars,Personal
00AD,Bexley,27.5,2010,Petrol Cars,Personal
00AE,Brent,28.3,2010,Petrol Cars,Personal
00AF,Bromley,38.5,2010,Petrol Cars,Personal
00AG,Camden,17.6,2010,Petrol Cars,Personal
00AH,Croydon,37.4,2010,Petrol Cars,Personal
00AJ,Ealing,38.3,2010,Petrol Cars,Personal
00AK,Enfield,43.5,2010,Petrol Cars,Personal
00AL,Greenwich,32.6,2010,Petrol Cars,Personal
00AM,Hackney,18.6,2010,Petrol Cars,Personal
00AN,Hammersmith and Fulham,20.3,2010,Petrol Cars,Personal
00AP,Haringey,20.5,2010,Petrol Cars,Personal
00AQ,Harrow,18.9,2010,Petrol Cars,Personal
00AR,Havering,41.2,2010,Petrol Cars,Personal
00AS,Hillingdon,62.8,2010,Petrol Cars,Personal
00AT,Hounslow,46.5,2010,Petrol Cars,Personal
00AU,Islington,14.4,2010,Petrol Cars,Personal
00AW,Kensington and Chelsea,18.9,2010,Petrol Cars,Personal
00AX,Kingston upon Thames,31.0,2010,Petrol Cars,Personal
00AY,Lambeth,27.4,2010,Petrol Cars,Personal
00AZ,Lewisham,29.1,2010,Petrol Cars,Personal
00BA,Merton,19.2,2010,Petrol Cars,Personal
00BB,Newham,34.8,2010,Petrol Cars,Personal
00BC,Redbridge,31.7,2010,Petrol Cars,Personal
00BD,Richmond upon Thames,25.1,2010,Petrol Cars,Personal
00BE,Southwark,27.0,2010,Petrol Cars,Personal
00BF,Sutton,19.9,2010,Petrol Cars,Personal
00BG,Tower Hamlets,34.4,2010,Petrol Cars,Personal
00BH,Waltham Forest,21.5,2010,Petrol Cars,Personal
00BJ,Wandsworth,30.2,2010,Petrol Cars,Personal
00BK,Westminster,32.5,2010,Petrol Cars,Personal
00AA,City of London,0.5,2010,Motor-cycles,Personal
00AB,Barking and Dagenham,0.3,2010,Motor-cycles,Personal
00AC,Barnet,0.8,2010,Motor-cycles,Personal
00AD,Bexley,0.5,2010,Motor-cycles,Personal
00AE,Brent,0.5,2010,Motor-cycles,Personal
00AF,Bromley,0.7,2010,Motor-cycles,Personal
00AG,Camden,1.1,2010,Motor-cycles,Personal
00AH,Croydon,0.7,2010,Motor-cycles,Personal
00AJ,Ealing,0.8,2010,Motor-cycles,Personal
00AK,Enfield,0.5,2010,Motor-cycles,Personal
00AL,Greenwich,1.0,2010,Motor-cycles,Personal
00AM,Hackney,0.7,2010,Motor-cycles,Personal
00AN,Hammersmith and Fulham,1.0,2010,Motor-cycles,Personal
00AP,Haringey,0.6,2010,Motor-cycles,Personal
00AQ,Harrow,0.3,2010,Motor-cycles,Personal
00AR,Havering,0.7,2010,Motor-cycles,Personal
00AS,Hillingdon,1.0,2010,Motor-cycles,Personal
00AT,Hounslow,0.9,2010,Motor-cycles,Personal
00AU,Islington,0.9,2010,Motor-cycles,Personal
00AW,Kensington and Chelsea,1.1,2010,Motor-cycles,Personal
00AX,Kingston upon Thames,0.6,2010,Motor-cycles,Personal
00AY,Lambeth,1.5,2010,Motor-cycles,Personal
00AZ,Lewisham,1.0,2010,Motor-cycles,Personal
00BA,Merton,0.5,2010,Motor-cycles,Personal
00BB,Newham,0.7,2010,Motor-cycles,Personal
00BC,Redbridge,0.5,2010,Motor-cycles,Personal
00BD,Richmond upon Thames,0.6,2010,Motor-cycles,Personal
00BE,Southwark,1.4,2010,Motor-cycles,Personal
00BF,Sutton,0.4,2010,Motor-cycles,Personal
00BG,Tower Hamlets,1.3,2010,Motor-cycles,Personal
00BH,Waltham Forest,0.4,2010,Motor-cycles,Personal
00BJ,Wandsworth,1.3,2010,Motor-cycles,Personal
00BK,Westminster,2.0,2010,Motor-cycles,Personal
00AA,City of London,1.6,2010,HGV,Freight
00AB,Barking and Dagenham,8.4,2010,HGV,Freight
00AC,Barnet,15.5,2010,HGV,Freight
00AD,Bexley,8.1,2010,HGV,Freight
00AE,Brent,8.2,2010,HGV,Freight
00AF,Bromley,6.5,2010,HGV,Freight
00AG,Camden,3.7,2010,HGV,Freight
