Borough,Callout_type,Date,Number of reported incidents
 NOT GEO-CODED,FALSE ALARMS AFAS NONDOM,201804,0
 NOT GEO-CODED,FALSE ALARMS GOOD INTENT,201804,0
 NOT GEO-CODED,MALICIOUS FALSE ALARMS,201804,0
 NOT GEO-CODED,NONDOMFIRES NONRRO,201804,0
 NOT GEO-CODED,NONDOMFIRES RRO,201804,0
 NOT GEO-CODED,PRIMARY FIRES,201804,1
 NOT GEO-CODED,PRIMARY FIRES IN DWELLINGS,201804,0
 NOT GEO-CODED,ROAD TRAFFIC COLLISIONS,201804,0
 NOT GEO-CODED,RUBBISH FIRES,201804,1
 NOT GEO-CODED,SECONDARY FIRES,201804,1
 NOT GEO-CODED,SHUT-IN-LIFT RELEASES,201804,0
 NOT GEO-CODED,SPECIAL SERVICE ENTRY & EXIT,201804,0
BARKING AND DAGENHAM,ACCIDENTAL FIRES IN RUBBISH,201804,6
BARKING AND DAGENHAM,ACCIDENTAL OPEN LAND FIRES,201804,11
BARKING AND DAGENHAM,ACCIDENTAL VEHICLE FIRES,201804,2
BARKING AND DAGENHAM,ALL DELIBERATE FIRES,201804,8
BARKING AND DAGENHAM,ALL FALSE ALARMS,201804,56
BARKING AND DAGENHAM,ALL FIRES,201804,40
BARKING AND DAGENHAM,ALL SPECIAL SERVICES,201804,43
BARKING AND DAGENHAM,CARE HOME FIRES,201804,1
BARKING AND DAGENHAM,DELIBERATE FIRES IN RUBBISH,201804,2
BARKING AND DAGENHAM,DELIBERATE OPEN LAND FIRES,201804,2
BARKING AND DAGENHAM,DELIBERATE VEHICLE FIRES,201804,5
BARKING AND DAGENHAM,FALSE ALARMS AFAS DOM,201804,16
BARKING AND DAGENHAM,FALSE ALARMS AFAS NONDOM,201804,18
BARKING AND DAGENHAM,FALSE ALARMS GOOD INTENT,201804,18
BARKING AND DAGENHAM,MALICIOUS FALSE ALARMS,201804,4
BARKING AND DAGENHAM,NONDOMFIRES NONRRO,201804,1
BARKING AND DAGENHAM,NONDOMFIRES RRO,201804,2
BARKING AND DAGENHAM,PRIMARY FIRES,201804,20
BARKING AND DAGENHAM,PRIMARY FIRES IN DWELLINGS,201804,8
BARKING AND DAGENHAM,ROAD TRAFFIC COLLISIONS,201804,5
BARKING AND DAGENHAM,RUBBISH FIRES,201804,8
BARKING AND DAGENHAM,SECONDARY FIRES,201804,20
BARKING AND DAGENHAM,SHUT-IN-LIFT RELEASES,201804,7
BARKING AND DAGENHAM,SPECIAL SERVICE ENTRY & EXIT,201804,10
BARNET,ACCIDENTAL FIRES IN RUBBISH,201804,8
BARNET,ACCIDENTAL OPEN LAND FIRES,201804,3
BARNET,ACCIDENTAL VEHICLE FIRES,201804,5
BARNET,ALL DELIBERATE FIRES,201804,9
BARNET,ALL FALSE ALARMS,201804,144
BARNET,ALL FIRES,201804,52
BARNET,ALL SPECIAL SERVICES,201804,65
BARNET,CARE HOME FIRES,201804,6
BARNET,DELIBERATE FIRES IN RUBBISH,201804,8
BARNET,DELIBERATE OPEN LAND FIRES,201804,3
BARNET,DELIBERATE VEHICLE FIRES,201804,1
BARNET,FALSE ALARMS AFAS DOM,201804,55
BARNET,FALSE ALARMS AFAS NONDOM,201804,45
BARNET,FALSE ALARMS GOOD INTENT,201804,33
BARNET,MALICIOUS FALSE ALARMS,201804,11
BARNET,NONDOMFIRES NONRRO,201804,1
BARNET,NONDOMFIRES RRO,201804,4
BARNET,PRIMARY FIRES,201804,31
BARNET,PRIMARY FIRES IN DWELLINGS,201804,19
BARNET,ROAD TRAFFIC COLLISIONS,201804,8
BARNET,RUBBISH FIRES,201804,16
BARNET,SECONDARY FIRES,201804,21
BARNET,SHUT-IN-LIFT RELEASES,201804,7
BARNET,SPECIAL SERVICE ENTRY & EXIT,201804,12
BEXLEY,ACCIDENTAL FIRES IN RUBBISH,201804,7
BEXLEY,ACCIDENTAL OPEN LAND FIRES,201804,7
BEXLEY,ACCIDENTAL VEHICLE FIRES,201804,4
BEXLEY,ALL DELIBERATE FIRES,201804,12
BEXLEY,ALL FALSE ALARMS,201804,85
BEXLEY,ALL FIRES,201804,50
BEXLEY,ALL SPECIAL SERVICES,201804,54
BEXLEY,CARE HOME FIRES,201804,1
BEXLEY,DELIBERATE FIRES IN RUBBISH,201804,7
BEXLEY,DELIBERATE OPEN LAND FIRES,201804,3
BEXLEY,DELIBERATE VEHICLE FIRES,201804,2
BEXLEY,FALSE ALARMS AFAS DOM,201804,21
BEXLEY,FALSE ALARMS AFAS NONDOM,201804,36
BEXLEY,FALSE ALARMS GOOD INTENT,201804,25
BEXLEY,MALICIOUS FALSE ALARMS,201804,3
BEXLEY,NONDOMFIRES NONRRO,201804,0
BEXLEY,NONDOMFIRES RRO,201804,6
BEXLEY,PRIMARY FIRES,201804,24
BEXLEY,PRIMARY FIRES IN DWELLINGS,201804,9
BEXLEY,ROAD TRAFFIC COLLISIONS,201804,13
BEXLEY,RUBBISH FIRES,201804,14
BEXLEY,SECONDARY FIRES,201804,26
BEXLEY,SHUT-IN-LIFT RELEASES,201804,1
BEXLEY,SPECIAL SERVICE ENTRY & EXIT,201804,15
BRENT,ACCIDENTAL FIRES IN RUBBISH,201804,9
BRENT,ACCIDENTAL OPEN LAND FIRES,201804,3
BRENT,ACCIDENTAL VEHICLE FIRES,201804,0
BRENT,ALL DELIBERATE FIRES,201804,6
BRENT,ALL FALSE ALARMS,201804,91
BRENT,ALL FIRES,201804,50
BRENT,ALL SPECIAL SERVICES,201804,82
BRENT,CARE HOME FIRES,201804,1
BRENT,DELIBERATE FIRES IN RUBBISH,201804,2
BRENT,DELIBERATE OPEN LAND FIRES,201804,2
BRENT,DELIBERATE VEHICLE FIRES,201804,1
BRENT,FALSE ALARMS AFAS DOM,201804,26
BRENT,FALSE ALARMS AFAS NONDOM,201804,46
BRENT,FALSE ALARMS GOOD INTENT,201804,18
BRENT,MALICIOUS FALSE ALARMS,201804,1
BRENT,NONDOMFIRES NONRRO,201804,0
BRENT,NONDOMFIRES RRO,201804,11
BRENT,PRIMARY FIRES,201804,34
BRENT,PRIMARY FIRES IN DWELLINGS,201804,19
BRENT,ROAD TRAFFIC COLLISIONS,201804,5
BRENT,RUBBISH FIRES,201804,11
BRENT,SECONDARY FIRES,201804,16
BRENT,SHUT-IN-LIFT RELEASES,201804,8
BRENT,SPECIAL SERVICE ENTRY & EXIT,201804,25
BROMLEY,ACCIDENTAL FIRES IN RUBBISH,201804,6
BROMLEY,ACCIDENTAL OPEN LAND FIRES,201804,7
BROMLEY,ACCIDENTAL VEHICLE FIRES,201804,0
BROMLEY,ALL DELIBERATE FIRES,201804,18
BROMLEY,ALL FALSE ALARMS,201804,86
BROMLEY,ALL FIRES,201804,53
BROMLEY,ALL SPECIAL SERVICES,201804,65
BROMLEY,CARE HOME FIRES,201804,2
BROMLEY,DELIBERATE FIRES IN RUBBISH,201804,7
BROMLEY,DELIBERATE OPEN LAND FIRES,201804,6
BROMLEY,DELIBERATE VEHICLE FIRES,201804,7
BROMLEY,FALSE ALARMS AFAS DOM,201804,34
BROMLEY,FALSE ALARMS AFAS NONDOM,201804,30
BROMLEY,FALSE ALARMS GOOD INTENT,201804,21
BROMLEY,MALICIOUS FALSE ALARMS,201804,1
BROMLEY,NONDOMFIRES NONRRO,201804,1
BROMLEY,NONDOMFIRES RRO,201804,3
BROMLEY,PRIMARY FIRES,201804,27
BROMLEY,PRIMARY FIRES IN DWELLINGS,201804,13
BROMLEY,ROAD TRAFFIC COLLISIONS,201804,16
BROMLEY,RUBBISH FIRES,201804,13
BROMLEY,SECONDARY FIRES,201804,26
BROMLEY,SHUT-IN-LIFT RELEASES,201804,7
BROMLEY,SPECIAL SERVICE ENTRY & EXIT,201804,9
CAMDEN,ACCIDENTAL FIRES IN RUBBISH,201804,12
CAMDEN,ACCIDENTAL OPEN LAND FIRES,201804,5
CAMDEN,ACCIDENTAL VEHICLE FIRES,201804,0
CAMDEN,ALL DELIBERATE FIRES,201804,4
CAMDEN,ALL FALSE ALARMS,201804,263
CAMDEN,ALL FIRES,201804,43
CAMDEN,ALL SPECIAL SERVICES,201804,94
CAMDEN,CARE HOME FIRES,201804,2
CAMDEN,DELIBERATE FIRES IN RUBBISH,201804,2
CAMDEN,DELIBERATE OPEN LAND FIRES,201804,0
CAMDEN,DELIBERATE VEHICLE FIRES,201804,1
CAMDEN,FALSE ALARMS AFAS DOM,201804,79
CAMDEN,FALSE ALARMS AFAS NONDOM,201804,151
CAMDEN,FALSE ALARMS GOOD INTENT,201804,28
CAMDEN,MALICIOUS FALSE ALARMS,201804,5
CAMDEN,NONDOMFIRES NONRRO,201804,0
CAMDEN,NONDOMFIRES RRO,201804,10
CAMDEN,PRIMARY FIRES,201804,23
CAMDEN,PRIMARY FIRES IN DWELLINGS,201804,12
CAMDEN,ROAD TRAFFIC COLLISIONS,201804,1
CAMDEN,RUBBISH FIRES,201804,14
CAMDEN,SECONDARY FIRES,201804,20
CAMDEN,SHUT-IN-LIFT RELEASES,201804,20
CAMDEN,SPECIAL SERVICE ENTRY & EXIT,201804,26
CITY OF LONDON,ACCIDENTAL FIRES IN RUBBISH,201804,0
CITY OF LONDON,ACCIDENTAL OPEN LAND FIRES,201804,0
CITY OF LONDON,ACCIDENTAL VEHICLE FIRES,201804,3
CITY OF LONDON,ALL DELIBERATE FIRES,201804,0
CITY OF LONDON,ALL FALSE ALARMS,201804,72
CITY OF LONDON,ALL FIRES,201804,4
CITY OF LONDON,ALL SPECIAL SERVICES,201804,12
CITY OF LONDON,CARE HOME FIRES,201804,0
CITY OF LONDON,DELIBERATE FIRES IN RUBBISH,201804,0
CITY OF LONDON,DELIBERATE OPEN LAND FIRES,201804,0
CITY OF LONDON,DELIBERATE VEHICLE FIRES,201804,0
CITY OF LONDON,FALSE ALARMS AFAS DOM,201804,3
CITY OF LONDON,FALSE ALARMS AFAS NONDOM,201804,61
CITY OF LONDON,FALSE ALARMS GOOD INTENT,201804,8
CITY OF LONDON,MALICIOUS FALSE ALARMS,201804,0
CITY OF LONDON,NONDOMFIRES NONRRO,201804,0
CITY OF LONDON,NONDOMFIRES RRO,201804,1
CITY OF LONDON,PRIMARY FIRES,201804,4
CITY OF LONDON,PRIMARY FIRES IN DWELLINGS,201804,0
CITY OF LONDON,ROAD TRAFFIC COLLISIONS,201804,1
CITY OF LONDON,RUBBISH FIRES,201804,0
CITY OF LONDON,SECONDARY FIRES,201804,0
CITY OF LONDON,SHUT-IN-LIFT RELEASES,201804,5
CITY OF LONDON,SPECIAL SERVICE ENTRY & EXIT,201804,1
CROYDON,ACCIDENTAL FIRES IN RUBBISH,201804,2
CROYDON,ACCIDENTAL OPEN LAND FIRES,201804,6
CROYDON,ACCIDENTAL VEHICLE FIRES,201804,3
CROYDON,ALL DELIBERATE FIRES,201804,11
CROYDON,ALL FALSE ALARMS,201804,129
CROYDON,ALL FIRES,201804,42
CROYDON,ALL SPECIAL SERVICES,201804,102
CROYDON,CARE HOME FIRES,201804,0
CROYDON,DELIBERATE FIRES IN RUBBISH,201804,4
CROYDON,DELIBERATE OPEN LAND FIRES,201804,4
CROYDON,DELIBERATE VEHICLE FIRES,201804,4
CROYDON,FALSE ALARMS AFAS DOM,201804,50
CROYDON,FALSE ALARMS AFAS NONDOM,201804,42
CROYDON,FALSE ALARMS GOOD INTENT,201804,33
CROYDON,MALICIOUS FALSE ALARMS,201804,4
CROYDON,NONDOMFIRES NONRRO,201804,0
CROYDON,NONDOMFIRES RRO,201804,2
CROYDON,PRIMARY FIRES,201804,26
CROYDON,PRIMARY FIRES IN DWELLINGS,201804,15
CROYDON,ROAD TRAFFIC COLLISIONS,201804,19
CROYDON,RUBBISH FIRES,201804,6
CROYDON,SECONDARY FIRES,201804,16
CROYDON,SHUT-IN-LIFT RELEASES,201804,6
CROYDON,SPECIAL SERVICE ENTRY & EXIT,201804,33
EALING,ACCIDENTAL FIRES IN RUBBISH,201804,7
EALING,ACCIDENTAL OPEN LAND FIRES,201804,7
EALING,ACCIDENTAL VEHICLE FIRES,201804,8
EALING,ALL DELIBERATE FIRES,201804,9
EALING,ALL FALSE ALARMS,201804,148
EALING,ALL FIRES,201804,49
EALING,ALL SPECIAL SERVICES,201804,89
EALING,CARE HOME FIRES,201804,1
EALING,DELIBERATE FIRES IN RUBBISH,201804,2
EALING,DELIBERATE OPEN LAND FIRES,201804,5
EALING,DELIBERATE VEHICLE FIRES,201804,2
EALING,FALSE ALARMS AFAS DOM,201804,61
EALING,FALSE ALARMS AFAS NONDOM,201804,50
EALING,FALSE ALARMS GOOD INTENT,201804,32
EALING,MALICIOUS FALSE ALARMS,201804,5
EALING,NONDOMFIRES NONRRO,201804,1
EALING,NONDOMFIRES RRO,201804,4
EALING,PRIMARY FIRES,201804,28
EALING,PRIMARY FIRES IN DWELLINGS,201804,13
EALING,ROAD TRAFFIC COLLISIONS,201804,18
EALING,RUBBISH FIRES,201804,9
EALING,SECONDARY FIRES,201804,21
EALING,SHUT-IN-LIFT RELEASES,201804,8
EALING,SPECIAL SERVICE ENTRY & EXIT,201804,21
ENFIELD,ACCIDENTAL FIRES IN RUBBISH,201804,3
ENFIELD,ACCIDENTAL OPEN LAND FIRES,201804,6
ENFIELD,ACCIDENTAL VEHICLE FIRES,201804,5
ENFIELD,ALL DELIBERATE FIRES,201804,7
ENFIELD,ALL FALSE ALARMS,201804,112
ENFIELD,ALL FIRES,201804,41
ENFIELD,ALL SPECIAL SERVICES,201804,86
ENFIELD,CARE HOME FIRES,201804,3
ENFIELD,DELIBERATE FIRES IN RUBBISH,201804,3
ENFIELD,DELIBERATE OPEN LAND FIRES,201804,3
ENFIELD,DELIBERATE VEHICLE FIRES,201804,5
ENFIELD,FALSE ALARMS AFAS DOM,201804,35
ENFIELD,FALSE ALARMS AFAS NONDOM,201804,42
ENFIELD,FALSE ALARMS GOOD INTENT,201804,29
ENFIELD,MALICIOUS FALSE ALARMS,201804,6
ENFIELD,NONDOMFIRES NONRRO,201804,0
ENFIELD,NONDOMFIRES RRO,201804,4
ENFIELD,PRIMARY FIRES,201804,23
ENFIELD,PRIMARY FIRES IN DWELLINGS,201804,10
ENFIELD,ROAD TRAFFIC COLLISIONS,201804,20
ENFIELD,RUBBISH FIRES,201804,6
ENFIELD,SECONDARY FIRES,201804,18
ENFIELD,SHUT-IN-LIFT RELEASES,201804,10
ENFIELD,SPECIAL SERVICE ENTRY & EXIT,201804,21
GREENWICH,ACCIDENTAL FIRES IN RUBBISH,201804,3
GREENWICH,ACCIDENTAL OPEN LAND FIRES,201804,3
GREENWICH,ACCIDENTAL VEHICLE FIRES,201804,2
GREENWICH,ALL DELIBERATE FIRES,201804,10
GREENWICH,ALL FALSE ALARMS,201804,106
GREENWICH,ALL FIRES,201804,38
GREENWICH,ALL SPECIAL SERVICES,201804,72
GREENWICH,CARE HOME FIRES,201804,0
GREENWICH,DELIBERATE FIRES IN RUBBISH,201804,5
GREENWICH,DELIBERATE OPEN LAND FIRES,201804,3
GREENWICH,DELIBERATE VEHICLE FIRES,201804,1
GREENWICH,FALSE ALARMS AFAS DOM,201804,29
GREENWICH,FALSE ALARMS AFAS NONDOM,201804,46
GREENWICH,FALSE ALARMS GOOD INTENT,201804,29
GREENWICH,MALICIOUS FALSE ALARMS,201804,2
GREENWICH,NONDOMFIRES NONRRO,201804,2
GREENWICH,NONDOMFIRES RRO,201804,3
GREENWICH,PRIMARY FIRES,201804,24
GREENWICH,PRIMARY FIRES IN DWELLINGS,201804,15
GREENWICH,ROAD TRAFFIC COLLISIONS,201804,11
GREENWICH,RUBBISH FIRES,201804,8
GREENWICH,SECONDARY FIRES,201804,14
GREENWICH,SHUT-IN-LIFT RELEASES,201804,12
GREENWICH,SPECIAL SERVICE ENTRY & EXIT,201804,12
HACKNEY,ACCIDENTAL FIRES IN RUBBISH,201804,8
HACKNEY,ACCIDENTAL OPEN LAND FIRES,201804,4
HACKNEY,ACCIDENTAL VEHICLE FIRES,201804,1
HACKNEY,ALL DELIBERATE FIRES,201804,4
HACKNEY,ALL FALSE ALARMS,201804,138
HACKNEY,ALL FIRES,201804,42
HACKNEY,ALL SPECIAL SERVICES,201804,105
HACKNEY,CARE HOME FIRES,201804,0
HACKNEY,DELIBERATE FIRES IN RUBBISH,201804,3
HACKNEY,DELIBERATE OPEN LAND FIRES,201804,1
HACKNEY,DELIBERATE VEHICLE FIRES,201804,2
HACKNEY,FALSE ALARMS AFAS DOM,201804,49
HACKNEY,FALSE ALARMS AFAS NONDOM,201804,56
HACKNEY,FALSE ALARMS GOOD INTENT,201804,32
HACKNEY,MALICIOUS FALSE ALARMS,201804,1
HACKNEY,NONDOMFIRES NONRRO,201804,0
HACKNEY,NONDOMFIRES RRO,201804,3
HACKNEY,PRIMARY FIRES,201804,26
HACKNEY,PRIMARY FIRES IN DWELLINGS,201804,17
HACKNEY,ROAD TRAFFIC COLLISIONS,201804,4
HACKNEY,RUBBISH FIRES,201804,11
HACKNEY,SECONDARY FIRES,201804,16
HACKNEY,SHUT-IN-LIFT RELEASES,201804,27
HACKNEY,SPECIAL SERVICE ENTRY & EXIT,201804,27
HAMMERSMITH AND FULHAM,ACCIDENTAL FIRES IN RUBBISH,201804,7
HAMMERSMITH AND FULHAM,ACCIDENTAL OPEN LAND FIRES,201804,1
HAMMERSMITH AND FULHAM,ACCIDENTAL VEHICLE FIRES,201804,1
HAMMERSMITH AND FULHAM,ALL DELIBERATE FIRES,201804,6
HAMMERSMITH AND FULHAM,ALL FALSE ALARMS,201804,133
HAMMERSMITH AND FULHAM,ALL FIRES,201804,32
HAMMERSMITH AND FULHAM,ALL SPECIAL SERVICES,201804,50
HAMMERSMITH AND FULHAM,CARE HOME FIRES,201804,0
HAMMERSMITH AND FULHAM,DELIBERATE FIRES IN RUBBISH,201804,3
HAMMERSMITH AND FULHAM,DELIBERATE OPEN LAND FIRES,201804,3
HAMMERSMITH AND FULHAM,DELIBERATE VEHICLE FIRES,201804,1
HAMMERSMITH AND FULHAM,FALSE ALARMS AFAS DOM,201804,63
HAMMERSMITH AND FULHAM,FALSE ALARMS AFAS NONDOM,201804,44
HAMMERSMITH AND FULHAM,FALSE ALARMS GOOD INTENT,201804,23
HAMMERSMITH AND FULHAM,MALICIOUS FALSE ALARMS,201804,3
HAMMERSMITH AND FULHAM,NONDOMFIRES NONRRO,201804,0
HAMMERSMITH AND FULHAM,NONDOMFIRES RRO,201804,4
HAMMERSMITH AND FULHAM,PRIMARY FIRES,201804,18
HAMMERSMITH AND FULHAM,PRIMARY FIRES IN DWELLINGS,201804,11
HAMMERSMITH AND FULHAM,ROAD TRAFFIC COLLISIONS,201804,8
HAMMERSMITH AND FULHAM,RUBBISH FIRES,201804,10
HAMMERSMITH AND FULHAM,SECONDARY FIRES,201804,14
HAMMERSMITH AND FULHAM,SHUT-IN-LIFT RELEASES,201804,8
HAMMERSMITH AND FULHAM,SPECIAL SERVICE ENTRY & EXIT,201804,17
HARINGEY,ACCIDENTAL FIRES IN RUBBISH,201804,10
HARINGEY,ACCIDENTAL OPEN LAND FIRES,201804,1
HARINGEY,ACCIDENTAL VEHICLE FIRES,201804,0
HARINGEY,ALL DELIBERATE FIRES,201804,17
HARINGEY,ALL FALSE ALARMS,201804,104
HARINGEY,ALL FIRES,201804,43
HARINGEY,ALL SPECIAL SERVICES,201804,79
HARINGEY,CARE HOME FIRES,201804,1
HARINGEY,DELIBERATE FIRES IN RUBBISH,201804,6
HARINGEY,DELIBERATE OPEN LAND FIRES,201804,5
HARINGEY,DELIBERATE VEHICLE FIRES,201804,4
HARINGEY,FALSE ALARMS AFAS DOM,201804,51
HARINGEY,FALSE ALARMS AFAS NONDOM,201804,29
HARINGEY,FALSE ALARMS GOOD INTENT,201804,17
HARINGEY,MALICIOUS FALSE ALARMS,201804,7
HARINGEY,NONDOMFIRES NONRRO,201804,2
HARINGEY,NONDOMFIRES RRO,201804,3
HARINGEY,PRIMARY FIRES,201804,21
HARINGEY,PRIMARY FIRES IN DWELLINGS,201804,11
HARINGEY,ROAD TRAFFIC COLLISIONS,201804,11
HARINGEY,RUBBISH FIRES,201804,16
HARINGEY,SECONDARY FIRES,201804,22
HARINGEY,SHUT-IN-LIFT RELEASES,201804,8
HARINGEY,SPECIAL SERVICE ENTRY & EXIT,201804,22
HARROW,ACCIDENTAL FIRES IN RUBBISH,201804,9
HARROW,ACCIDENTAL OPEN LAND FIRES,201804,1
HARROW,ACCIDENTAL VEHICLE FIRES,201804,1
HARROW,ALL DELIBERATE FIRES,201804,6
HARROW,ALL FALSE ALARMS,201804,87
HARROW,ALL FIRES,201804,25
HARROW,ALL SPECIAL SERVICES,201804,45
HARROW,CARE HOME FIRES,201804,0
HARROW,DELIBERATE FIRES IN RUBBISH,201804,1
HARROW,DELIBERATE OPEN LAND FIRES,201804,2
HARROW,DELIBERATE VEHICLE FIRES,201804,2
HARROW,FALSE ALARMS AFAS DOM,201804,36
HARROW,FALSE ALARMS AFAS NONDOM,201804,33
HARROW,FALSE ALARMS GOOD INTENT,201804,12
HARROW,MALICIOUS FALSE ALARMS,201804,6
HARROW,NONDOMFIRES NONRRO,201804,0
HARROW,NONDOMFIRES RRO,201804,1
HARROW,PRIMARY FIRES,201804,12
HARROW,PRIMARY FIRES IN DWELLINGS,201804,7
HARROW,ROAD TRAFFIC COLLISIONS,201804,10
HARROW,RUBBISH FIRES,201804,10
HARROW,SECONDARY FIRES,201804,13
HARROW,SHUT-IN-LIFT RELEASES,201804,7
HARROW,SPECIAL SERVICE ENTRY & EXIT,201804,7
HAVERING,ACCIDENTAL FIRES IN RUBBISH,201804,2
HAVERING,ACCIDENTAL OPEN LAND FIRES,201804,7
HAVERING,ACCIDENTAL VEHICLE FIRES,201804,1
HAVERING,ALL DELIBERATE FIRES,201804,11
HAVERING,ALL FALSE ALARMS,201804,88
HAVERING,ALL FIRES,201804,37
HAVERING,ALL SPECIAL SERVICES,201804,41
HAVERING,CARE HOME FIRES,201804,0
HAVERING,DELIBERATE FIRES IN RUBBISH,201804,6
HAVERING,DELIBERATE OPEN LAND FIRES,201804,2
HAVERING,DELIBERATE VEHICLE FIRES,201804,1
HAVERING,FALSE ALARMS AFAS DOM,201804,14
HAVERING,FALSE ALARMS AFAS NONDOM,201804,34
HAVERING,FALSE ALARMS GOOD INTENT,201804,39
HAVERING,MALICIOUS FALSE ALARMS,201804,1
HAVERING,NONDOMFIRES NONRRO,201804,3
HAVERING,NONDOMFIRES RRO,201804,3
HAVERING,PRIMARY FIRES,201804,19
HAVERING,PRIMARY FIRES IN DWELLINGS,201804,10
HAVERING,ROAD TRAFFIC COLLISIONS,201804,11
HAVERING,RUBBISH FIRES,201804,8
HAVERING,SECONDARY FIRES,201804,18
HAVERING,SHUT-IN-LIFT RELEASES,201804,6
HAVERING,SPECIAL SERVICE ENTRY & EXIT,201804,4
HILLINGDON,ACCIDENTAL FIRES IN RUBBISH,201804,9
HILLINGDON,ACCIDENTAL OPEN LAND FIRES,201804,10
HILLINGDON,ACCIDENTAL VEHICLE FIRES,201804,9
HILLINGDON,ALL DELIBERATE FIRES,201804,14
HILLINGDON,ALL FALSE ALARMS,201804,114
HILLINGDON,ALL FIRES,201804,71
HILLINGDON,ALL SPECIAL SERVICES,201804,74
HILLINGDON,CARE HOME FIRES,201804,1
HILLINGDON,DELIBERATE FIRES IN RUBBISH,201804,2
HILLINGDON,DELIBERATE OPEN LAND FIRES,201804,5
HILLINGDON,DELIBERATE VEHICLE FIRES,201804,7
HILLINGDON,FALSE ALARMS AFAS DOM,201804,29
HILLINGDON,FALSE ALARMS AFAS NONDOM,201804,47
HILLINGDON,FALSE ALARMS GOOD INTENT,201804,35
HILLINGDON,MALICIOUS FALSE ALARMS,201804,3
HILLINGDON,NONDOMFIRES NONRRO,201804,2
HILLINGDON,NONDOMFIRES RRO,201804,5
HILLINGDON,PRIMARY FIRES,201804,44
HILLINGDON,PRIMARY FIRES IN DWELLINGS,201804,19
HILLINGDON,ROAD TRAFFIC COLLISIONS,201804,17
HILLINGDON,RUBBISH FIRES,201804,11
HILLINGDON,SECONDARY FIRES,201804,27
HILLINGDON,SHUT-IN-LIFT RELEASES,201804,6
HILLINGDON,SPECIAL SERVICE ENTRY & EXIT,201804,14
HOUNSLOW,ACCIDENTAL FIRES IN RUBBISH,201804,8
HOUNSLOW,ACCIDENTAL OPEN LAND FIRES,201804,1
HOUNSLOW,ACCIDENTAL VEHICLE FIRES,201804,5
HOUNSLOW,ALL DELIBERATE FIRES,201804,5
HOUNSLOW,ALL FALSE ALARMS,201804,81
HOUNSLOW,ALL FIRES,201804,35
HOUNSLOW,ALL SPECIAL SERVICES,201804,67
HOUNSLOW,CARE HOME FIRES,201804,1
HOUNSLOW,DELIBERATE FIRES IN RUBBISH,201804,0
HOUNSLOW,DELIBERATE OPEN LAND FIRES,201804,1
HOUNSLOW,DELIBERATE VEHICLE FIRES,201804,3
HOUNSLOW,FALSE ALARMS AFAS DOM,201804,20
HOUNSLOW,FALSE ALARMS AFAS NONDOM,201804,36
HOUNSLOW,FALSE ALARMS GOOD INTENT,201804,20
HOUNSLOW,MALICIOUS FALSE ALARMS,201804,5
HOUNSLOW,NONDOMFIRES NONRRO,201804,0
HOUNSLOW,NONDOMFIRES RRO,201804,5
HOUNSLOW,PRIMARY FIRES,201804,24
HOUNSLOW,PRIMARY FIRES IN DWELLINGS,201804,11
HOUNSLOW,ROAD TRAFFIC COLLISIONS,201804,13
HOUNSLOW,RUBBISH FIRES,201804,8
HOUNSLOW,SECONDARY FIRES,201804,11
HOUNSLOW,SHUT-IN-LIFT RELEASES,201804,15
HOUNSLOW,SPECIAL SERVICE ENTRY & EXIT,201804,9
ISLINGTON,ACCIDENTAL FIRES IN RUBBISH,201804,11
ISLINGTON,ACCIDENTAL OPEN LAND FIRES,201804,2
ISLINGTON,ACCIDENTAL VEHICLE FIRES,201804,1
ISLINGTON,ALL DELIBERATE FIRES,201804,7
ISLINGTON,ALL FALSE ALARMS,201804,135
ISLINGTON,ALL FIRES,201804,37
ISLINGTON,ALL SPECIAL SERVICES,201804,82
ISLINGTON,CARE HOME FIRES,201804,2
ISLINGTON,DELIBERATE FIRES IN RUBBISH,201804,2
ISLINGTON,DELIBERATE OPEN LAND FIRES,201804,2
ISLINGTON,DELIBERATE VEHICLE FIRES,201804,0
ISLINGTON,FALSE ALARMS AFAS DOM,201804,42
ISLINGTON,FALSE ALARMS AFAS NONDOM,201804,68
ISLINGTON,FALSE ALARMS GOOD INTENT,201804,22
ISLINGTON,MALICIOUS FALSE ALARMS,201804,3
ISLINGTON,NONDOMFIRES NONRRO,201804,0
ISLINGTON,NONDOMFIRES RRO,201804,6
ISLINGTON,PRIMARY FIRES,201804,19
ISLINGTON,PRIMARY FIRES IN DWELLINGS,201804,10
ISLINGTON,ROAD TRAFFIC COLLISIONS,201804,6
ISLINGTON,RUBBISH FIRES,201804,13
ISLINGTON,SECONDARY FIRES,201804,18
ISLINGTON,SHUT-IN-LIFT RELEASES,201804,18
ISLINGTON,SPECIAL SERVICE ENTRY & EXIT,201804,21
KENSINGTON AND CHELSEA,ACCIDENTAL FIRES IN RUBBISH,201804,1
KENSINGTON AND CHELSEA,ACCIDENTAL OPEN LAND FIRES,201804,3
KENSINGTON AND CHELSEA,ACCIDENTAL VEHICLE FIRES,201804,3
KENSINGTON AND CHELSEA,ALL DELIBERATE FIRES,201804,3
KENSINGTON AND CHELSEA,ALL FALSE ALARMS,201804,160
KENSINGTON AND CHELSEA,ALL FIRES,201804,27
KENSINGTON AND CHELSEA,ALL SPECIAL SERVICES,201804,76
KENSINGTON AND CHELSEA,CARE HOME FIRES,201804,2
